length,number_of_hashtags,number_of_mentions,likes_received,retweets_received,sentiment_polarity,sentiment.subjectivity,time
146,1,1,0,3650,0.2,0.5,11
141,1,0,50931,12014,0.0,0.5,04
139,0,0,145877,34966,0.315,0.45,02
132,0,0,137936,29084,0.4375,0.55,01
140,0,0,102476,20799,0.325,0.6,22
138,0,0,65514,11451,0.0,0.0,21
139,0,0,60807,10622,0.625,0.5,21
144,1,0,52007,12801,0.0,0.0,19
132,1,2,38962,8456,0.0,0.0,16
144,1,2,58797,12678,0.0,0.0,15
139,0,0,61890,14266,-0.18333333333333335,0.49444444444444446,12
140,0,0,69356,15630,1.0,0.3,11
140,0,0,72040,15775,-0.0062500000000000056,0.175,10
140,0,0,85445,18332,0.07083333333333336,0.85,10
137,0,0,67394,17576,-0.25,0.1,10
160,1,3,0,5605,0.0,0.0,10
150,1,1,0,10150,0.0,0.0,03
141,0,1,60406,12280,0.8,0.875,00
153,2,0,54986,15336,0.0,0.0,19
150,0,2,56562,12503,0.9,0.9,17
144,0,0,105577,25095,0.0,1.0,13
139,0,0,76087,22253,0.675,1.0,13
140,0,0,54219,10853,0.05972222222222227,0.41111111111111104,13
140,0,0,68689,14690,-0.1,0.34,13
59,0,2,0,26536,0.0,0.0,12
140,0,0,61392,13431,-0.15625,0.17499999999999996,12
144,0,0,64148,17929,0.5166666666666666,0.8666666666666667,12
142,0,0,58586,12579,0.0,0.0,00
146,0,2,48666,11062,0.8,0.75,22
142,0,0,71866,17144,0.20833333333333334,0.5083333333333333,19
143,0,0,79665,19853,0.0,0.35714285714285715,13
138,0,0,89317,19446,0.125,0.6555555555555556,13
142,0,0,94585,19955,0.28625,0.5883333333333333,13
49,0,0,67407,15987,1.0,0.75,07
52,2,0,50843,11088,0.0,0.0,06
142,0,0,96632,27512,-0.43333333333333335,0.8555555555555555,05
136,0,0,57216,13114,0.675,0.775,05
146,0,0,89708,20205,0.8,0.75,00
150,0,0,69706,16481,0.0,0.0,23
117,1,0,41802,8672,0.0,0.0,20
142,1,1,70529,16154,0.0,0.0,19
93,0,0,89636,15255,0.3354166666666667,0.41874999999999996,10
98,0,0,53772,13691,0.35,0.55,03
139,1,0,74038,15137,-0.1,0.1,03
98,1,2,0,8062,0.85,0.8,03
82,0,0,42010,6118,0.13636363636363635,0.5,01
88,0,0,85423,20412,-0.5075000000000001,0.825,13
133,0,1,75194,15806,0.05000000000000001,0.7000000000000001,13
148,1,1,85116,20782,0.0,0.0,03
133,0,0,127851,28476,-0.28611111111111115,0.5902777777777778,23
138,0,0,155699,32523,-0.25,0.7,20
148,0,0,140184,28593,1.0,0.75,20
72,0,1,81973,14977,0.8,0.75,19
95,0,0,122098,25146,0.1263227513227513,0.6587301587301587,19
137,0,1,104683,28224,-0.03264790764790766,0.6861471861471862,17
134,0,0,84600,15939,0.32199999999999995,0.54,11
140,0,0,117917,26605,0.39999999999999997,0.35000000000000003,11
98,1,1,93379,21359,0.875,0.8,04
131,1,0,62072,14718,0.0,0.0,01
140,0,0,69041,13753,0.8,0.75,23
140,0,0,56847,14128,0.0,0.0,15
142,0,2,0,12109,-0.05,0.4,15
141,1,2,0,10210,0.0,0.0,15
140,0,0,86461,15909,-0.018750000000000003,0.3,14
140,0,0,142038,37092,-0.16203703703703703,0.6111111111111112,13
140,0,0,96851,23160,-0.8125,1.0,12
144,0,0,110679,22358,-0.037500000000000006,0.6,12
134,0,0,107965,30007,-0.13124999999999998,0.5,18
144,0,0,218119,64849,0.1673611111111111,0.7916666666666667,18
133,0,0,111306,26698,0.24375000000000002,0.6875,13
140,0,0,134292,33628,0.0,0.0,13
140,0,0,132342,33823,0.3833333333333333,0.9166666666666666,13
117,0,0,65551,11716,0.4166666666666667,0.5499999999999999,12
139,0,0,85449,24130,0.16562500000000002,0.6875,10
138,0,0,126740,32635,-0.21666666666666667,0.6194444444444444,10
140,0,0,70128,15091,-0.5,0.75,10
144,0,0,79413,19888,-0.13333333333333336,0.2833333333333333,10
140,0,1,63281,15524,0.20208333333333334,0.3041666666666667,02
137,0,0,50019,13717,-0.125,0.1,00
131,0,0,57572,13617,0.25,0.25,21
72,1,0,43778,6330,0.13636363636363635,0.45454545454545453,19
142,0,2,0,12362,-0.25,0.4,17
147,0,0,85864,19907,0.0,0.0,17
131,0,0,95092,17573,0.42892857142857144,0.6542857142857142,14
140,0,0,57043,9888,0.19722222222222222,0.6277777777777778,14
25,0,0,169516,51868,1.0,0.75,12
139,0,0,116932,26866,1.0,1.0,11
141,0,2,0,8279,1.0,0.65,11
64,0,1,0,5100,0.3125,0.2,11
45,0,0,37257,7230,0.0,0.0,11
150,0,2,0,14435,0.10000000000000002,0.3833333333333333,11
133,0,0,51320,8896,0.10833333333333334,0.65,10
137,0,0,69244,18021,0.7125,0.625,10
136,0,0,109410,24963,0.625,0.5,15
62,0,0,60003,11264,0.31666666666666665,0.3333333333333333,12
137,0,1,0,8919,-0.3333333333333333,0.6666666666666666,10
140,0,1,17181,7388,-0.4375,0.1,10
139,0,1,47094,7910,0.12037037037037036,0.5777777777777778,10
140,0,1,0,27083,0.0,0.0,03
139,0,0,120057,20398,0.35357142857142854,0.38571428571428573,03
106,0,1,0,9337,-0.25,0.5,02
142,0,2,0,15515,0.25,0.3333333333333333,22
135,1,0,126370,33391,-0.6874999999999999,0.8333333333333333,22
71,0,0,62261,9284,0.018181818181818174,0.2772727272727273,22
138,0,0,69517,12643,0.2,0.2125,22
148,0,1,64729,14319,0.125,0.28125,22
140,0,0,93054,22352,0.625,0.5,12
130,0,0,95978,20270,-0.26666666666666666,0.6,10
145,0,0,59343,11356,0.2708333333333333,0.43333333333333335,10
87,1,0,68365,12205,0.05,0.15000000000000002,10
119,0,1,0,7154,0.0,0.0,22
130,0,2,0,9958,0.5,0.5,22
144,0,1,0,11801,0.0,0.0,22
154,1,2,0,11292,0.0,0.0,12
138,0,0,110149,23219,0.06875,0.425,23
144,0,0,125477,26335,1.0,0.3,22
141,0,0,67315,15334,0.0,0.0,21
137,0,0,111814,33369,0.125,0.21666666666666667,21
136,1,0,68565,17462,0.3,0.55,20
65,0,0,32065,5219,0.13636363636363635,0.4772727272727273,19
147,0,0,59646,11311,-0.625,1.0,18
144,0,0,192186,58519,-0.025000000000000022,0.9,17
134,0,0,48289,11044,0.06818181818181818,0.2772727272727273,02
146,0,0,69694,15600,0.0,0.0,21
103,0,0,51702,11829,0.18,0.37,20
129,0,0,51031,11019,0.5,0.8888888888888888,18
144,3,1,0,18289,0.2,0.5,13
139,0,0,172969,58685,-0.125,0.1,11
133,0,1,0,7430,-0.006397306397306411,0.4144781144781145,11
110,0,1,0,8565,-0.2916666666666667,0.5416666666666666,11
119,0,1,0,7400,0.0,0.0,11
98,0,0,77817,19765,0.0,0.0,23
134,1,2,86131,18118,0.125,0.125,20
146,0,0,121188,30923,0.5,0.375,16
143,0,1,0,11108,0.0,0.0,11
76,1,1,0,17159,0.5,0.5,11
147,0,0,104156,24637,0.0,0.0,10
110,0,2,0,6252,0.0,0.0,01
136,0,3,0,12005,0.02777777777777778,0.45,01
148,0,2,0,23970,-0.5,0.5,01
47,1,0,84135,23198,0.0,0.0,21
143,0,0,120368,31260,-0.25,1.0,18
136,0,0,129096,29831,0.4375,0.75,12
140,0,0,105603,25289,0.2875,0.7083333333333333,11
146,0,1,0,10368,0.0,0.0,11
102,0,1,0,4667,-0.3,0.4,11
96,0,1,0,5246,0.0,0.0,11
109,0,1,0,6636,-0.1,0.0,11
129,0,1,0,6701,0.0,0.0,11
125,1,2,0,9734,0.0,0.0,10
140,0,0,66128,12921,0.33,0.5599999999999999,01
78,0,2,0,13403,0.0,0.0,18
140,0,0,109442,25407,-0.125,0.95,18
137,0,0,84313,23786,-0.4,0.7,18
144,0,0,108515,24056,0.004629629629629632,0.7777777777777778,11
128,0,0,71387,14549,0.0625,0.5,11
142,0,1,0,6814,-0.13181818181818183,0.5272727272727272,10
110,0,1,0,8777,0.0,0.0,10
129,0,1,0,7095,0.0,0.0,10
140,0,0,113229,29377,0.08333333333333331,0.6,20
140,0,0,80708,17348,0.06666666666666667,0.43333333333333335,20
140,0,0,83902,20031,-0.625,1.0,20
147,2,0,75294,15595,0.9,0.875,18
140,0,0,73168,17134,0.8,1.0,12
139,0,0,77064,19421,0.0,0.0,11
140,0,0,78861,20618,0.25,0.25,11
131,0,0,65528,13011,0.061580086580086575,0.3358225108225108,11
120,1,0,72943,17249,-0.5972222222222222,0.8472222222222222,11
144,0,0,68449,14290,-0.10000000000000002,0.5666666666666667,11
139,0,0,58835,11871,-0.19999999999999998,0.3666666666666667,11
144,0,0,89157,19248,-0.30000000000000004,0.875,10
130,0,1,64027,13397,0.07500000000000001,0.5375,10
136,0,0,98884,20159,1.0,1.0,01
152,0,0,93721,22771,-0.012500000000000004,0.35833333333333334,01
142,0,1,0,10712,0.13333333333333333,0.18333333333333335,22
49,0,0,111958,33910,1.0,0.75,13
136,0,0,82589,18139,0.0642857142857143,0.20714285714285713,23
41,0,0,51231,10399,0.0,0.0,23
139,0,0,102226,22119,0.5125,0.4625,22
135,0,0,108212,25395,0.0,0.065,22
136,0,0,86582,19726,-0.025,0.2,22
142,0,2,0,19132,0.08,0.41999999999999993,22
88,1,0,62677,14583,0.0,0.0,22
144,1,0,90570,23808,0.125,0.16666666666666666,16
117,0,2,0,11048,0.5,0.5,11
130,1,2,0,19536,0.04545454545454545,0.15151515151515152,23
142,0,1,0,10542,0.13636363636363635,0.45454545454545453,23
145,0,2,49167,10079,0.4,0.375,21
145,0,1,63117,14220,0.8,1.0,15
136,0,2,0,9365,0.525,0.475,13
142,0,3,0,9540,-0.2,0.2,13
142,2,1,0,12466,-0.15555555555555559,0.2888888888888889,13
141,0,2,0,12177,0.0,0.0,13
141,0,1,0,56965,0.37,0.71,13
136,0,0,88798,19107,0.375,0.625,12
135,0,0,83215,17157,0.3,0.3444444444444445,10
75,0,2,0,12659,0.0,0.0,10
143,0,0,74456,14775,0.2784722222222222,0.5472222222222222,10
123,0,0,59375,11113,0.5,0.5,10
143,0,0,116049,25821,0.21454545454545454,0.33181818181818185,10
141,0,0,67456,15697,0.3,0.6285714285714286,04
140,1,0,63478,10637,0.225,0.7166666666666667,22
142,1,0,48106,11686,0.6000000000000001,0.575,19
142,0,0,69133,16140,0.0,0.0,18
130,1,0,43564,9425,0.0,0.0,16
144,0,0,90603,28760,-0.26,0.47500000000000003,12
143,0,0,99511,19587,0.2,0.4625,12
139,0,0,81242,16343,0.35,0.52,12
115,1,2,0,7194,0.7125,0.75,12
97,0,1,0,6600,0.4000000000000001,0.9,12
140,0,0,135098,32376,0.225,0.6416666666666667,01
135,0,0,77060,20068,0.0,0.0,18
83,0,0,55150,12300,0.8,0.9,16
146,0,0,81010,16703,0.4,0.425,14
145,0,0,51135,11448,0.08333333333333333,0.3416666666666666,13
137,0,0,137441,33354,-0.11666666666666667,0.7666666666666667,13
140,0,1,78251,16775,0.1,0.15000000000000002,13
138,0,0,105329,23080,0.08,0.77,12
31,0,0,119670,24880,0.4,0.375,22
123,0,2,0,7728,0.0,0.0,12
140,0,0,124233,30229,0.5666666666666667,0.3666666666666667,12
148,0,0,128718,34900,0.0,0.06666666666666667,12
148,0,0,104310,24697,0.25,0.25,11
135,0,0,97094,23837,0.5416666666666667,0.8333333333333334,23
139,0,0,99235,26179,-0.6125,0.6125,23
138,1,0,83574,18396,0.16875,0.525,23
137,0,0,90301,21761,-0.010416666666666666,0.5083333333333333,20
47,0,0,104679,22127,0.0,0.0,17
139,0,0,105202,29224,0.23989898989898992,0.4181818181818182,16
141,0,0,78724,19103,0.22348484848484848,0.48333333333333334,16
140,0,0,73927,18740,0.3125,0.3333333333333333,11
140,0,0,68959,17786,0.3335714285714286,0.6085714285714285,11
137,0,0,71740,17846,-0.4,0.4,11
138,0,0,70484,17504,0.23999999999999994,0.6116666666666668,11
140,0,0,68232,18243,0.0,0.0,11
146,0,0,63390,18836,0.05208333333333332,0.3770833333333334,11
135,0,0,61635,14939,0.15625,0.16666666666666666,00
137,0,0,79331,15580,0.6,0.75,21
126,0,0,67191,14274,0.5833333333333334,0.7666666666666666,20
138,0,0,90876,24044,0.325,0.4375,20
142,2,0,57812,13532,-0.05,0.4,16
135,1,0,61282,13833,0.0,0.0,16
144,0,0,54350,10919,0.5,0.49375,14
140,0,0,62169,14280,0.4,0.4375,13
131,0,0,91551,26682,-0.09722222222222224,0.14444444444444446,06
95,0,0,71732,13424,1.0,0.75,02
142,0,0,62674,13146,0.26666666666666666,0.2722222222222222,22
141,0,0,66202,12606,0.0,0.0,21
140,1,1,42409,7846,0.19318181818181818,0.41666666666666663,19
122,0,0,92720,19120,0.225,0.3666666666666667,18
137,0,1,53646,12320,-0.625,1.0,13
139,0,0,56569,13004,-0.3,0.4,13
130,0,1,0,25465,0.225,0.6,12
138,0,0,91590,21110,-0.09722222222222224,0.14444444444444446,11
97,0,2,54178,11700,0.3,0.8333333333333334,10
142,0,0,89949,21063,0.08522727272727272,0.7272727272727273,00
136,0,0,49266,9922,0.7166666666666667,0.7333333333333334,20
83,0,0,128627,37442,0.0,0.0,17
117,0,0,74831,17806,0.0,0.1,13
137,0,0,63383,16392,0.0,0.0,13
140,0,0,138845,42008,0.07777777777777777,0.3666666666666667,13
138,0,0,134256,44131,0.09999999999999999,0.39999999999999997,13
140,0,0,123585,41948,-0.1,0.1,12
121,0,1,58246,14413,-0.007638888888888834,0.47638888888888886,11
122,0,0,74959,12494,0.44000000000000006,0.49333333333333335,10
89,0,0,54331,10367,0.325,0.55,04
142,0,0,59969,11976,0.9,0.875,04
137,1,1,51367,9169,0.0,0.0,22
140,0,1,66412,14348,0.0625,0.45,19
132,0,0,26309,4559,0.08522727272727272,0.4,19
84,0,0,50550,12371,0.0,0.0,15
142,0,0,58910,13821,-0.02,0.3,15
88,0,0,67745,12065,0.225,0.4166666666666667,12
140,0,0,57244,11905,0.825,0.7,12
143,0,0,69134,16370,0.171875,0.43250000000000005,12
133,0,0,89639,22192,0.10833333333333334,0.16666666666666666,10
88,0,0,81484,22395,0.4,0.4375,10
144,0,0,68693,16210,-0.016666666666666666,0.3,10
130,0,0,63695,13667,0.15625,0.425,10
144,0,0,70863,22729,0.0,0.0,10
145,0,0,69983,19851,-0.2796875,0.65625,10
130,0,1,57094,17010,0.0,0.3333333333333333,10
139,0,0,61417,17146,-0.5,1.0,02
137,0,2,54436,13149,-0.23333333333333328,0.7222222222222222,02
139,0,0,58405,15255,-0.19999999999999998,0.8833333333333333,02
148,1,0,70777,19506,0.5,0.6,01
142,1,0,42120,11608,0.2604166666666667,0.3,21
114,0,3,45140,10532,-0.8,1.0,20
124,0,0,81760,19541,0.14285714285714285,0.3011904761904762,13
139,0,0,79508,21089,-0.03125,0.4,13
144,0,0,86547,24768,0.0,0.1,12
139,0,0,98521,28222,0.0,0.0,10
139,0,0,114579,32654,-0.5125,0.8,10
140,0,1,82307,20176,0.34375,0.4916666666666667,00
132,0,0,88011,21864,0.00833333333333334,0.7666666666666666,00
139,0,0,69508,15362,-0.20075757575757572,0.5520833333333333,23
128,0,0,131213,34811,-0.29791666666666666,0.5499999999999999,20
138,0,0,85834,19806,-0.03125,0.025,20
176,1,0,109162,26947,0.0,0.0,00
146,0,0,55704,13169,0.0,0.0,22
141,0,1,71839,16539,0.425,0.47500000000000003,19
129,1,0,45527,8449,0.17045454545454544,0.5,14
140,0,0,82194,20135,-0.1,0.7,12
139,0,0,84303,19356,0.5,0.2,12
140,0,0,57087,11035,0.0,0.0,12
148,0,0,107585,27000,0.0,0.3,12
129,0,0,85652,24694,0.0,0.05,11
140,0,0,103182,29314,0.4523809523809524,0.5238095238095238,11
140,0,0,70661,17292,0.06666666666666667,0.7999999999999999,11
139,0,0,72595,12006,0.0,0.0,10
140,0,0,67702,20345,-0.037337662337662336,0.5064935064935064,10
138,0,0,71853,18955,-0.24431818181818182,0.4772727272727273,10
112,0,0,117750,22658,0.3416666666666667,0.7849999999999999,01
141,2,1,68739,14854,0.8,0.9,22
144,0,1,40614,10118,0.0,0.0,19
142,1,1,57914,12878,0.3571428571428571,0.5357142857142857,16
153,0,1,55908,15404,0.0,0.0,15
74,1,0,41678,8928,0.0,0.0,13
148,0,0,58284,13775,0.17045454545454544,0.45454545454545453,03
137,0,0,120236,35102,0.25,0.3125,20
136,1,1,59601,13026,0.8,0.75,17
134,0,0,82800,15549,0.0,0.625,02
144,0,0,73979,16060,0.6625,0.55,12
136,0,0,91273,18425,0.0,0.0,12
65,0,1,0,11274,0.0,0.0,01
129,0,0,106561,26972,0.06428571428571428,0.6928571428571428,00
140,0,0,95852,26264,-0.5976190476190476,0.8523809523809524,00
134,0,0,72599,18964,-0.13333333333333333,0.6166666666666667,13
143,0,0,65646,15491,0.034999999999999996,0.554,13
108,0,0,82561,18224,0.25,0.5249999999999999,11
143,0,0,77084,16460,0.01886574074074072,0.5439814814814815,11
143,0,0,112054,28134,0.29734848484848486,0.5772727272727273,02
128,0,0,100177,20187,0.625,0.5,14
105,0,0,87932,15636,0.06875,0.19999999999999998,00
81,1,1,47159,7075,0.5,0.75,00
117,1,1,50905,7240,0.246875,0.5208333333333333,21
142,1,0,68663,14972,0.5,0.3666666666666667,17
139,0,0,71219,14028,0.48749999999999993,0.5833333333333333,14
142,1,0,94200,23607,-0.23249999999999998,0.77,11
137,0,0,90059,19478,0.2,0.4375,11
119,0,0,110261,19231,0.22291666666666665,0.7816666666666667,10
143,0,0,140439,37693,-0.5,0.75,10
148,1,1,45270,7381,0.4,0.875,03
140,1,0,65055,11402,0.37878787878787884,0.6648484848484849,20
49,0,0,63990,15348,1.0,0.75,20
146,1,0,59580,13477,0.0,0.0,17
39,0,0,54110,6793,0.0,0.5,16
133,0,0,85261,18367,0.29,0.355,16
106,0,0,83828,16131,0.36818181818181817,0.5497727272727273,16
143,1,1,49739,7630,0.12916666666666668,0.5,03
141,0,0,110325,22976,0.0,0.0,01
137,0,1,77686,18562,0.0,0.25,22
136,0,1,60084,10219,0.575,0.7,22
133,1,0,57169,9234,0.2590909090909091,0.48863636363636365,14
107,0,1,49976,9049,0.35000000000000003,0.425,13
151,0,0,51977,10941,0.6,1.0,13
142,1,0,66312,14508,0.5166666666666667,0.6611111111111111,11
127,0,1,59244,11131,0.33134920634920634,0.6924603174603173,08
114,0,0,73019,15800,0.0,0.0,08
139,0,1,49144,9715,0.0,0.0,08
124,0,0,68855,13689,-0.45833333333333337,0.4208333333333333,07
146,0,1,44602,8754,0.8,0.75,07
143,0,1,57734,12519,0.8,0.75,19
119,0,1,56855,11253,0.925,0.95,18
142,0,1,69300,14354,0.6,0.7,12
74,0,1,75929,13657,0.0,0.0,08
149,0,0,69101,21164,0.38750000000000007,0.41250000000000003,23
55,1,0,79272,23061,0.0,0.0,23
140,1,0,64190,15710,0.4624242424242424,0.6218181818181819,23
144,0,0,81026,14667,0.0,0.0,22
124,0,0,68359,17427,0.15,0.4,20
140,0,0,97355,20489,0.2828125,0.63125,13
120,0,0,101999,25664,0.0,0.125,13
133,0,1,61664,15727,0.0,0.0,12
149,0,0,124797,29225,-0.3277777777777778,0.3944444444444445,11
134,0,1,0,6398,0.0,0.0,10
124,0,0,114676,30671,-0.5,1.0,10
138,0,0,117786,25213,0.22500000000000003,0.5666666666666667,10
142,1,3,0,7665,-0.037500000000000006,0.025,09
117,0,1,94013,17212,1.0,0.75,00
142,0,1,0,10804,0.0,0.0,12
22,0,0,126189,28266,0.1875,0.15000000000000002,12
102,0,0,118655,22395,0.0,0.0,12
74,0,0,106567,19685,-0.36458333333333337,0.5416666666666666,11
140,0,0,95349,27830,0.14111111111111113,0.6177777777777778,10
142,0,1,0,13221,-0.6,0.9,10
106,0,1,0,9844,0.0,0.0,10
142,0,1,0,15270,0.0,0.0,11
142,0,2,0,13605,0.0,0.1,11
142,0,1,0,18426,0.0,0.0,11
140,0,0,105930,26068,-0.625,1.0,11
139,0,0,86670,17979,-0.03125,0.16875,11
133,0,0,100170,22792,0.4121212121212121,0.6515151515151515,10
75,0,0,109164,29559,-0.625,0.5,10
130,0,1,0,13199,0.04999999999999999,0.6,10
142,0,2,0,9754,-0.25,0.18333333333333332,10
142,3,1,0,21268,0.0,1.0,10
144,0,0,88953,19419,-0.390625,0.6875,00
89,0,0,97769,19835,0.6875,0.55,20
138,0,0,108119,26204,0.0,1.0,20
49,0,0,96284,24435,1.0,0.75,12
139,0,0,81150,19369,0.0,0.0,12
139,0,0,86919,19886,-0.25,0.55,12
142,0,0,76984,18553,0.5,0.5,11
148,0,0,81068,19719,0.11875000000000001,0.46875,11
139,0,0,95478,22351,0.0,0.0,11
140,0,0,81845,18585,0.21666666666666665,0.36666666666666664,11
136,0,0,79612,16739,0.18125000000000008,0.47916666666666663,11
58,0,1,85836,23916,0.9750000000000001,1.0,00
143,0,0,96171,17885,0.5,0.5,18
143,1,1,90823,19059,0.3333333333333333,0.5,18
106,1,0,84295,15107,0.7666666666666666,0.6666666666666666,18
61,1,0,96667,26400,0.0,0.0,18
135,2,0,82677,18338,0.55625,0.5416666666666666,23
108,0,0,66772,16108,0.0,0.0,21
139,1,0,133307,33440,0.06250000000000006,0.8166666666666667,07
139,2,0,94249,18973,0.2,0.2,07
115,0,0,115855,32794,0.0,0.0,07
130,0,0,74351,13112,0.8,0.75,07
132,0,0,125892,25499,0.9,0.75,06
142,0,0,114660,31473,0.4333333333333333,0.7333333333333333,20
137,0,0,130684,36801,-0.5,0.4,17
142,0,0,89416,22466,0.8,1.0,16
150,1,1,84260,19982,0.0,0.0,14
146,0,0,74426,14424,0.0,0.0,23
138,0,0,99571,24076,0.25,0.26666666666666666,11
140,0,0,126154,26387,-1.0,1.0,11
111,0,0,93415,15875,0.1,0.25,10
58,2,0,200357,46264,0.0,0.0,02
96,0,0,158684,30989,0.0,0.0,19
137,0,0,135120,24930,0.3,0.4,19
66,3,0,113824,30287,0.0,0.0,10
139,0,0,113201,29636,-0.024999999999999994,0.35,02
140,0,0,144769,49833,0.10416666666666666,0.5208333333333333,02
142,1,2,0,18320,0.3537878787878788,0.4515151515151515,01
97,0,0,111011,24539,-0.05454545454545454,0.6648484848484848,21
148,0,0,93802,19807,0.5,0.425,20
56,0,1,60085,9420,0.6,1.0,20
146,0,3,0,8898,0.4333333333333333,0.7333333333333333,19
112,1,0,119815,36184,0.25625,0.6,14
143,0,0,128165,30807,0.1638888888888889,0.48055555555555557,12
41,0,0,72001,11716,0.0,0.0,11
111,0,0,83775,21901,0.625,0.5,11
54,0,0,67964,11148,0.0,0.0,11
150,0,0,102383,25575,0.029166666666666646,0.6791666666666667,02
134,0,0,132846,31316,-0.42,0.77,23
139,0,0,108189,27844,0.16666666666666666,0.4166666666666667,20
42,2,0,587369,362299,0.0,0.0,13
142,0,0,126635,29682,0.65,0.675,04
102,0,0,193324,55123,0.41111111111111115,0.37222222222222223,22
69,2,0,118286,30312,0.0,0.0,22
124,1,0,86762,17932,0.5166666666666667,0.23333333333333334,22
143,0,0,126230,29229,-0.2527777777777778,0.5361111111111111,22
142,0,0,61190,11215,0.65,0.625,21
119,2,0,49185,11279,0.0,0.0,21
133,0,0,98556,23689,-0.29999999999999993,0.6066666666666666,13
118,1,1,146793,40508,0.25,1.0,13
123,0,0,107595,31662,0.1,0.4,13
144,0,3,77777,19950,-1.0,0.9,12
131,1,1,76908,15975,0.5787878787878787,0.7348484848484849,12
142,0,0,83676,19266,0.4,0.55,22
142,0,0,70921,17472,-0.5,0.3,20
142,0,0,56226,12205,0.0,0.0,18
140,0,1,81067,18945,-0.015000000000000013,0.5399999999999999,12
140,0,0,116635,31850,0.0,0.5,10
137,0,0,91100,24412,-0.25,0.25,10
134,0,0,90234,19321,0.5268181818181817,0.5781818181818182,01
146,0,0,75877,18485,0.1621212121212121,0.36818181818181817,23
140,0,0,54189,11927,0.0,0.125,23
102,0,0,56095,12458,0.0,0.0,22
110,0,0,91915,20259,0.7,0.6000000000000001,22
69,1,0,98734,22705,0.7,0.6000000000000001,21
96,0,0,58166,14451,0.0,0.0,21
127,1,4,29232,4935,0.13636363636363635,0.5,19
109,3,0,63642,15074,0.625,0.5,18
157,2,0,73616,19634,0.0,1.0,16
137,0,0,77700,20416,-0.3693181818181817,0.5606060606060606,12
140,0,1,81069,21330,-0.42499999999999993,0.6166666666666667,12
135,0,0,81739,17720,0.21159090909090914,0.6003030303030303,12
145,1,0,80985,20997,0.0,0.0,01
144,0,0,54210,11585,0.1875,0.33333333333333337,22
104,0,0,49806,16230,0.06818181818181818,0.2772727272727273,21
142,0,0,38763,8373,0.0,0.0,21
146,0,2,73327,13826,0.8,0.825,21
142,1,1,44470,10754,0.575,0.65,20
134,1,0,53130,13176,-0.625,1.0,13
144,0,1,0,12413,0.0,0.0,11
144,0,0,89016,18976,-0.2916666666666667,0.7458333333333333,10
138,0,1,82866,20212,-0.4750000000000001,0.7333333333333334,10
131,0,0,89976,17530,0.4523809523809524,0.49523809523809526,22
138,0,0,77026,15243,-0.4911458333333334,0.6104166666666666,22
148,0,2,108939,32732,-0.5750000000000001,1.0,12
138,0,0,117990,32294,-0.2188888888888889,0.39777777777777784,12
142,1,1,0,6778,0.875,0.6000000000000001,11
142,0,1,0,8318,0.02500000000000001,0.25,11
116,0,1,0,6877,0.0,0.0,11
103,0,1,0,8153,0.0,0.0,11
91,0,1,0,6782,0.0,0.0,11
60,0,2,0,11140,0.0,0.0,10
140,0,0,121058,33245,-0.19,0.5349999999999999,10
144,0,0,107670,23756,0.45,0.31875,02
139,0,1,71668,18101,0.0,0.0,02
142,1,1,0,11780,0.0,1.0,01
91,0,0,136385,35052,0.4125,0.4,18
129,0,3,0,9698,0.4,0.45,18
142,1,1,0,9500,-0.125,0.4,18
139,0,0,70012,15233,-0.3588541666666667,0.76875,13
144,0,0,85170,19205,0.0,0.0,13
140,0,0,74445,18979,0.1,0.15000000000000002,12
134,0,0,69783,15938,-0.175,0.35000000000000003,12
140,0,0,90067,24831,0.35000000000000003,0.4,12
140,0,0,81233,20291,0.75,1.0,12
137,0,0,104340,26442,-0.6125,0.95,12
25,0,0,158174,45563,1.0,0.75,21
130,0,0,84699,19239,0.013888888888888914,0.35000000000000003,20
138,0,0,86110,22758,0.0,0.0,20
138,0,0,86790,21147,-0.0625,0.1,20
144,0,0,79451,20564,0.0,0.0,12
132,0,0,101186,30251,0.1,1.0,00
46,0,0,48585,12109,0.0,0.0,21
141,1,0,71867,16511,0.3333333333333333,1.0,19
140,0,0,118554,25163,0.4166666666666667,0.8333333333333334,10
33,0,1,48331,6492,0.5,0.5,10
112,0,1,0,4651,0.0,0.0,03
83,0,2,0,4251,0.0,0.0,03
149,0,2,53264,10024,0.625,0.6666666666666666,02
77,1,1,55234,11701,0.0,0.0,23
97,1,0,60281,12972,1.0,0.75,23
122,1,0,54237,10999,0.29880952380952386,0.6571428571428571,22
140,0,0,139028,43073,0.08928571428571429,0.4761904761904762,22
140,0,1,50480,12735,0.13636363636363635,0.45454545454545453,21
138,0,0,54198,12889,0.0,0.5,16
134,0,0,61963,14244,-0.25,0.375,16
140,0,0,98542,26142,-0.39285714285714285,0.719047619047619,14
139,0,0,90897,24772,-0.03125,0.07500000000000001,14
140,0,0,73157,19398,-0.0513888888888889,0.19722222222222222,14
132,0,0,93303,25980,-0.2916666666666667,0.5416666666666666,13
143,0,0,72353,18830,0.1875,0.6,13
48,0,0,66233,10014,0.6232142857142857,0.6607142857142857,11
141,0,0,50247,8680,0.35000000000000003,0.425,23
53,1,0,60372,8125,0.0,0.0,23
138,0,0,114488,27745,0.625,0.5,10
140,0,0,127950,34532,0.1892857142857143,0.6053571428571428,03
137,0,0,80268,15415,0.59375,0.5125,03
107,0,0,116180,24656,0.55,0.6,02
